0, 0, 0.03, 0.05
0, 4, 9.13, -10.56
0, 8, 6.82, -7.29
0, 12, 5.50, -7.19
0, 16, 7.76, -8.67
0, 20, 8.44, -8.40
0, 24, 9.48, -9.43
0, 28, 10.59, -10.43
0, 32, 9.21, -9.45
0, 36, 13.02, -12.88
0, 40, 13.24, -12.34
0, 44, 13.02, -12.48
0, 48, 14.55, -13.40
0, 52, 16.25, -15.94
0, 56, 16.35, -16.54
0, 60, 14.09, -12.31
0, 64, 15.21, -11.96
0, 68, 14.94, -11.36
0, 72, 15.20, -11.45
0, 76, 16.53, -13.41
0, 80, 11.00, -7.59
0, 84, 10.91, -7.17
0, 88, 9.93, -6.80
0, 92, 10.87, -7.49
0, 96, 10.67, -7.39
0, 100, 9.42, -5.66
0, 104, 12.06, -6.36
0, 108, 7.39, -2.72
0, 112, 7.55, -3.61
0, 116, 9.84, -5.17
0, 120, 9.01, -5.58
0, 124, 9.64, -5.86
0, 128, 13.83, -8.86
0, 132, 4.71, -2.67
0, 136, 5.82, -2.76
0, 140, 6.42, -3.74
0, 144, 4.07, -3.01
0, 148, 10.04, -5.79
0, 152, 6.21, -3.79
0, 156, 3.73, -2.49
0, 160, 4.58, -3.10
0, 164, 6.16, -3.63
0, 168, 7.57, -5.04
0, 172, 3.71, -2.24
0, 176, 5.29, -3.04
0, 180, 4.73, -3.38
0, 184, 5.50, -3.20
0, 188, 5.50, -3.25
0, 192, 3.70, -1.16
0, 196, 4.18, -2.48
0, 200, 6.07, -3.47
0, 204, 6.08, -3.50
0, 208, 6.02, -3.67
0, 212, 3.77, -1.95
0, 216, 4.38, -1.20
0, 220, 4.23, -1.18
0, 224, 6.01, -2.39
0, 228, 6.02, -2.71
0, 232, 5.49, -2.66
0, 236, 6.45, -1.89
0, 240, 5.48, -1.38
0, 244, 6.54, -2.05
0, 248, 13.48, -6.28
0, 252, 40.59, -13.91
1, 0, -0.04, 0.11
1, 4, -1.50, 1.21
1, 8, -1.38, 1.63
1, 12, -1.42, 1.41
1, 16, 3.05, 10.55
1, 20, 4.85, 12.75
1, 24, 3.95, 13.12
1, 28, 5.89, 14.43
1, 32, 5.13, 14.57
1, 36, 6.20, 14.08
1, 40, 4.82, 11.68
1, 44, 5.85, 14.73
1, 48, 7.04, 17.86
1, 52, 3.93, 11.40
1, 56, 4.84, 14.13
1, 60, 3.16, 11.08
1, 64, 2.40, 9.55
1, 68, 2.98, 8.98
1, 72, 2.77, 9.52
1, 76, 2.74, 11.05
1, 80, 2.49, 9.79
1, 84, 3.79, 13.54
1, 88, 3.09, 14.34
1, 92, 3.75, 15.33
1, 96, 3.01, 14.66
1, 100, 3.26, 16.77
1, 104, 3.41, 18.29
1, 108, 4.16, 18.90
1, 112, 4.01, 15.89
1, 116, 1.91, 10.43
1, 120, 1.52, 10.80
1, 124, 1.22, 5.93
1, 128, 0.76, 6.26
1, 132, 1.13, 5.38
1, 136, 1.09, 5.25
1, 140, 1.11, 5.48
1, 144, 1.71, 7.02
1, 148, 2.74, 8.52
1, 152, 0.20, 6.53
1, 156, 1.37, 6.93
1, 160, 0.16, 3.51
1, 164, -0.03, 3.54
1, 168, 0.06, 3.67
1, 172, -0.03, 4.18
1, 176, -0.04, 3.70
1, 180, -0.05, 3.71
1, 184, 0.07, 3.90
1, 188, 0.04, 3.92
1, 192, 0.01, 3.95
1, 196, 0.37, 5.87
1, 200, 0.53, 6.05
