0, 0, 0.23, -0.05
0, 4, -0.60, 0.79
0, 8, -0.67, 0.57
0, 12, -1.42, 1.43
0, 16, -1.82, 1.09
0, 20, 0.73, -0.31
0, 24, -0.31, 0.20
0, 28, 0.07, 0.25
0, 32, -0.08, 0.09
0, 36, -0.25, 0.26
0, 40, 0.59, -0.59
0, 44, 0.06, 0.01
0, 48, 0.02, 0.13
0, 52, 0.30, -0.78
0, 56, 0.35, 0.42
0, 60, 0.95, 0.16
0, 64, 1.17, -1.29
0, 68, 1.13, -0.87
0, 72, 2.61, -2.44
0, 76, 3.11, -2.02
0, 80, 5.47, -4.83
0, 84, 5.81, -4.79
0, 88, 8.16, -7.10
0, 92, 12.28, -10.59
0, 96, 21.13, -20.73
0, 100, 25.71, -23.07
0, 104, 38.88, -35.18
0, 108, 43.05, -37.35
0, 112, 44.80, -39.23
0, 116, 58.79, -47.22
0, 120, 65.54, -54.13
0, 124, 52.59, -45.94
0, 128, 43.44, -36.79
0, 132, 27.98, -22.30
0, 136, 21.06, -15.07
0, 140, 16.70, -12.33
0, 144, 14.50, -10.63
0, 148, 11.50, -8.03
0, 152, 9.93, -5.46
0, 156, 9.02, -4.10
0, 160, 7.88, -3.95
0, 164, 6.87, -4.40
0, 168, 5.32, -3.30
0, 172, 5.07, -0.69
0, 176, 4.75, -1.68
0, 180, 3.75, -1.91
0, 184, 2.52, -1.13
0, 188, 3.11, -0.79
0, 192, 2.12, -0.27
0, 196, 1.98, 0.35
0, 200, 2.20, 0.34
0, 204, 1.92, -0.50
0, 208, 1.78, -0.17
0, 212, 3.30, 2.74
0, 216, -0.37, 2.79
0, 220, -0.92, 2.24
0, 224, -0.45, 2.28
0, 228, 0.19, 2.04
0, 232, -0.11, 1.71
0, 236, 0.30, 2.09
0, 240, -0.15, 0.53
0, 244, 0.20, 1.54
0, 248, 0.11, 0.15
0, 252, 0.29, 1.39
1, 0, -0.17, 0.09
1, 4, -9.07, 7.20
1, 8, -6.39, 4.97
1, 12, -4.97, 3.25
1, 16, -2.84, 2.30
1, 20, -2.55, 2.07
1, 24, -2.89, 2.20
1, 28, -2.07, 1.03
1, 32, -2.12, 0.96
1, 36, -1.53, 0.14
1, 40, -1.13, 0.40
1, 44, -1.11, 0.42
1, 48, -1.13, 0.86
1, 52, -1.41, 1.26
1, 56, -0.95, 0.71
1, 60, -0.98, 0.70
1, 64, -0.36, 0.42
1, 68, -0.81, 0.32
1, 72, -0.50, 0.30
1, 76, -0.35, 0.50
1, 80, -0.23, 0.62
1, 84, -0.92, 0.24
1, 88, -0.41, 0.02
1, 92, -0.24, 0.32
1, 96, 0.01, 0.18
1, 100, -0.25, 0.61
1, 104, -0.44, 0.73
